ID,Expected,Answer,Is_True,Time(s),Reason,Sources
46,True,False,False,112.1,Bản tin có ít nhất một mệnh đề sai hoặc không đủ c...,"https://baochinhphu.vn/pho-thu-tuong-pham-thi-thanh-tra-phat-dong-chien-dich-500-ngay-dem-tim-kiem-quy-tap-va-xac-dinh-danh-tinh-hai-cot-liet-si-102260402100709388.htm, https://dantocphattrien.vietnamnet.vn/phat-dong-chien-dich-500-ngay-dem-tim-kiem-quy-tap-va-xac-dinh-danh-tinh-hai-cot-liet-si-1774408474289.htm, https://laodong.vn/thoi-su/phat-dong-chien-dich-500-ngay-dem-tim-kiem-quy-tap-va-xac-dinh-danh-tinh-hai-cot-liet-si-1678542.ldo, https://thuonghieucongluan.com.vn/menh-lenh-tu-trai-tim-va-cuoc-chay-dua-voi-thoi-gian-a311298.html, https://hatinh.gov.vn/vi/bai-viet/phat-dong-chien-dich-cao-diem-500-ngay-dem-tim-kiem-quy-tap-va-xac-dinh-danh-tinh-hai-cot-liet-si, https://vnexpress.net/phat-dong-500-ngay-dem-quy-tap-va-xac-dinh-danh-tinh-liet-si-5057581.html"
5887,True,True,True,12.9,Các mệnh đề kiểm chứng đều đúng theo bằng chứng xá...,https://vietnamtourism.gov.vn/en/post/10816
448,True,True,True,25.1,Các mệnh đề kiểm chứng đều đúng theo bằng chứng xá...,"https://laodong.vn/xa-hoi/tphcm-sap-trien-khai-5-du-an-lon-giai-cuu-ket-xe-khu-dong-1679114.ldo, https://vnexpress.net/dien-mao-quoc-lo-13-noi-tp-hcm-binh-duong-sau-mo-rong-8-lan-xe-5044700.html, https://znews.vn/quoc-lo-13-mo-rong-8-lan-giao-thong-phia-bac-tphcm-dan-thong-thoang-post1632498.html"
241,True,True,True,30.3,Các mệnh đề kiểm chứng đều đúng theo bằng chứng xá...,"https://vov.vn/chinh-tri/tuyen-giao-va-dan-van-tang-cuong-tuong-tac-lang-nghe-doi-thoai-post1267122.vov, https://bnews.vn/dong-chi-trinh-van-quyet-cong-tac-tuyen-giao-va-dan-van-phai-thuc-su-di-truoc-mo-duong/405403.html, https://vnexpress.net/truong-ban-tuyen-giao-va-dan-van-tu-trinh-van-quyet-noi-de-dan-hieu-lam-de-dan-tin-5006750.html, https://danviet.vn/truong-ban-tuyen-giao-va-dan-van-tu-khi-moi-can-bo-thuc-su-la-hat-nhan-hanh-dong-nghi-quyet-moi-di-vao-cuoc-song-d1401420.html, https://daibieunhandan.vn/truong-ban-tuyen-giao-va-dan-van-trung-uong-trinh-van-quyet-lam-cho-nghi-quyet-di-vao-trai-tim-nhan-dan-tao-niem-tin-va-su-dong-thuan-10406387.html, https://daibieunhandan.vn/truong-ban-tuyen-giao-va-dan-van-trung-uong-trinh-van-quyet-nganh-y-te-tiep-tuc-cu-the-hoa-cac-nghi-quyet-chien-luoc-cua-dang-10407548.html"
4124,True,False,False,108.6,Bản tin có ít nhất một mệnh đề sai hoặc không đủ c...,"https://vov.vn/thi-truong/nhan-dinh-chung-khoan-6-104-vn-index-tiep-tuc-da-hoi-phuc-trong-ngan-han-post1281482.vov, https://nhandan.vn/infographic-chung-khoan-ngay-64-vn-index-tiep-da-giam-ve-muc-167499-diem-tren-vung-ho-tro-gia-trung-binh-200-phien-post953646.html, https://thoibaotaichinhvietnam.vn/chung-khoan-ngay-64-vn-index-giam-diem-trong-phien-giao-dich-dau-tuan-195127.html, https://nhandan.vn/chung-khoan-ngay-64-co-phieu-dau-khi-va-ngan-hang-bi-ban-manh-vn-index-giam-tiep-hon-9-diem-post953579.html, https://thoibaotaichinhvietnam.vn/chung-khoan-phai-sinh-ngay-64-thanh-khoan-tang-24-gia-hop-dong-tuong-lai-nguoc-chieu-tang-195128.html"
155,True,False,False,113.5,Bản tin có ít nhất một mệnh đề sai hoặc không đủ c...,"https://nhandan.vn/tin-noi-bat-ngay-32-trao-huy-hieu-45-nam-tuoi-dang-tang-dong-chi-tong-bi-thu-to-lam-le-tuyen-duong-bi-thu-chi-bo-xuat-sac-va-trao-giai-bua-liem-vang-lan-thu-x-nam-2025-post940925.html, https://baotintuc.vn/thoi-su/96-nam-thanh-lap-dang-to-chuc-cac-hoat-dong-gap-mat-trao-huy-hieu-dang-dot-32-20260202200340035.htm, https://trangdai.dongnai.gov.vn/vi/news/xay-dung-dang-doan-the/le-trao-tang-huy-hieu-dang-dot-03-2-va-hop-mat-ky-niem-96-nam-ngay-thanh-lap-dang-cong-san-viet-nam-03-02-1930-03-02-2026-301.html, https://vnexpress.net/tong-bi-thu-to-lam-nhan-huy-hieu-45-nam-tuoi-dang-5013495.html, https://www.qdnd.vn/chinh-tri/tin-tuc/trao-huy-hieu-45-nam-tuoi-dang-tang-tong-bi-thu-to-lam-1024442, https://angiang.gov.vn/vi/trao-huy-hieu-dang-dot-32-nhan-ky-niem-96-nam-ngay-thanh-lap-dang-cong-san-viet-nam-mung-xuan-binh-ngo-2026"
5603,True,True,True,20.2,Các mệnh đề kiểm chứng đều đúng theo bằng chứng xá...,"https://nld.com.vn/tran-thanh-dan-dat-van-mai-huong-phao-lyly-phap-kieu-vao-nghe-dien-196260121235720078.htm, https://tuoitre.vn/tran-thanh-phao-ngay-tho-co-dan-ba-co-thu-vi-lam-20260122115335318.htm, https://vnexpress.net/tran-thanh-va-dan-sao-ra-mat-phim-tet-tho-oi-5008417.html"
3324,True,False,False,109.7,Bản tin có ít nhất một mệnh đề sai hoặc không đủ c...,"https://vnexpress.net/say-nguoi-tinh-trang-nhu-trung-doc-sau-uong-nhieu-ruou-4663921.html, https://laodong.vn/video-xa-hoi/vi-sao-say-nguoi-nguy-hiem-hon-say-nhanh-1652154.ldo, https://www.vinmec.com/vie/bai-viet/nhung-di-chung-thuong-gap-sau-say-ruou-vi"
2101,False,False,True,110.5,Bản tin có ít nhất một mệnh đề sai hoặc không đủ c...,"https://tdtt.gov.vn/hoi-nghi-quan-chuc-cap-cao/id/94079/viet-nam-gianh-4-huy-chuong-vang-tai-giai-vo-dich-kun-khmer-the-gioi-2026, https://vnexpress.net/viet-nam-dung-dau-giai-kun-khmer-the-gioi-5041391.html, https://baovanhoa.vn/the-thao/bung-no-tai-sihanoukville-viet-nam-gianh-4-hcv-kun-khmer-the-gioi-204544.html"
4834,True,False,False,115.9,Bản tin có ít nhất một mệnh đề sai hoặc không đủ c...,"https://vnexpress.net/lay-chong-di-roi-biet-5039352.html, https://www.facebook.com/danbacu1212/posts/%C4%91%E1%BA%BFn-m%E1%BB%99t-ng%C3%A0y-n%C3%A0o-%C4%91%C3%B3-b%E1%BA%A1n-s%E1%BA%BD-hi%E1%BB%83u-r%E1%BA%B1ng-h%C3%B4n-nh%C3%A2n-th%E1%BB%B1c-t%E1%BA%BF-ch%E1%BB%89-l%C3%A0-1-t%E1%BB%9D-gi%E1%BA%A5y-c%C3%B3-th%C3%AAm-2/1100209312107150/, https://baomoi.com/thu-gian-va-nghi-ngoi-c31008473.epi, https://www.facebook.com/Duck.Radio.03/posts/%C4%91%E1%BA%BFn-m%E1%BB%99t-ng%C3%A0y-n%C3%A0o-%C4%91%C3%B3-b%E1%BA%A1n-s%E1%BA%BD-hi%E1%BB%83u-r%E1%BA%B1ng-h%C3%B4n-nh%C3%A2n-th%E1%BB%B1c-t%E1%BA%BF-ch%E1%BB%89-l%C3%A0-1-t%E1%BB%9D-gi%E1%BA%A5y-c%C3%B3-th%C3%AAm-2/881414787417384/, https://www.facebook.com/kimson.gnh/posts/-th%E1%BA%A7n-ch%C3%BA-%C4%91%E1%BB%83-c%C3%B3-h%C3%B4n-nh%C3%A2n-h%E1%BA%A1nh-ph%C3%BAc-%EF%B8%8F-l%E1%BA%A5y-ch%E1%BB%93ng-th%C3%AC-c%C5%A9ng-ch%E1%BB%89-%C4%91%E1%BB%83-bi%E1%BA%BFt-c%C5%A9ng-ch%E1%BB%89-%C4%91%E1%BB%83-/1180190347300914/, https://giaoduc.net.vn/ca-dao-tuc-ngu-viet-nam-mot-cuon-sach-lam-au-post187528.gd"
5159,True,True,True,28.9,Các mệnh đề kiểm chứng đều đúng theo bằng chứng xá...,"https://www.uef.edu.vn/vienquocte/thong-tin-tuyen-sinh/nhan-ngay-hoc-bong-len-den-100-bang-diem-hoc-ba-lop-11-hoac-chung-chi-ielts-33290, https://www.uef.edu.vn/vienquocte/thong-tin-tuyen-sinh/vao-dai-hoc-quoc-te-san-ngay-hoc-bong-hang-tram-trieu-dong-35422, https://www.uef.edu.vn/hoat-dong-quoc-te/khong-can-xuat-ngoai-van-co-the-nhan-bang-cu-nhan-anh-quoc-8175, https://www.uef.edu.vn/vienquocte/thong-tin-tuyen-sinh/nhan-bang-cu-nhan-anh-gloucestershire-vietnam-tu-mo-hinh-du-hoc-tai-cho-34497, https://vnexpress.net/nhan-bang-cu-nhan-anh-gloucestershire-vietnam-tu-mo-hinh-du-hoc-tai-cho-5006734.html"
1627,True,True,True,27.0,Các mệnh đề kiểm chứng đều đúng theo bằng chứng xá...,"https://baomoi.com/real-madrid-thua-soc-osasuna-1-2-cham-dut-15-nam-bat-bai-va-nguy-co-mat-ngoi-dau-c54527734.epi, https://vietnamnet.vn/ket-qua-bong-da-osasuna-vs-real-madrid-la-liga-2025-26-vong-25-2491722.html, https://vnexpress.net/real-thua-phut-cuoi-tai-la-liga-5042769.html, https://baonghean.vn/real-madrid-thua-soc-osasuna-1-2-cham-dut-15-nam-bat-bai-va-nguy-co-mat-ngoi-dau-10324654.html"
2781,True,True,True,22.0,Các mệnh đề kiểm chứng đều đúng theo bằng chứng xá...,"https://vnexpress.net/vi-sao-axit-uric-tang-du-an-uong-lanh-manh-5048488.html, https://laodong.vn/dinh-duong-am-thuc/axit-uric-tang-cao-do-nhung-thoi-quen-buoi-sang-it-ai-ngo-1674166.ldo, https://nhathuoclongchau.com.vn/bai-viet/an-uong-rat-healthy-nhung-axit-uric-van-tang-vi-sao.html, http://tytphuonganphudong.medinet.gov.vn/chuyen-muc/vi-sao-axit-uric-tang-du-an-uong-lanh-manh-cmobile8117-266212.aspx, http://tytphuonganphudong.medinet.gov.vn/giao-duc-suc-khoe/vi-sao-axit-uric-tang-du-an-uong-lanh-manh-cmobile8117-266212.aspx, https://nhathuoclongchau.com.vn/bai-viet/5-ly-do-it-gap-nhung-co-the-lam-tang-axit-uric.html"
5850,True,False,False,109.1,Bản tin có ít nhất một mệnh đề sai hoặc không đủ c...,"https://vietnambiz.vn/cach-dat-ve-xe-khach-tren-redbus-viet-nam-202491211546817.htm, https://vnexpress.net/du-lich-tien-loi-voi-ung-dung-dat-xe-truc-tuyen-redbus-5002469.html, https://admin.baolamdong.vn/thong-tin-can-biet/202505/redbus-giai-phap-dat-ve-xe-khach-truc-tuyen-tien-loi-nhanh-chong-cho-mua-he-c8748b1/, https://thanhnien.vn/ung-dung-dat-ve-xe-khach-redbus-giai-phap-toi-uu-dat-ve-nhanh-chong-tien-loi-185241119112533884.htm"
4605,True,True,True,22.8,Các mệnh đề kiểm chứng đều đúng theo bằng chứng xá...,"https://vnexpress.net/google-nang-cap-ai-tao-anh-chan-thuc-5044569.html, https://genk.vn/google-ra-mat-mo-hinh-tao-anh-moi-cuc-manh-tham-vong-phu-song-toan-he-sinh-thai-ai-165260227174946134.chn, https://cellphones.com.vn/sforum/google-nano-banana-2-ra-mat, https://baomoi.com/google-ra-mat-nano-banana-2-cai-tien-toc-do-va-kha-nang-tao-anh-ai-chat-luong-4k-c54567264.epi"
4639,False,False,True,16.4,Bản tin có ít nhất một mệnh đề sai hoặc không đủ c...,"https://cafef.vn/nghich-ly-so-phan-lap-trinh-vien-thoi-ai-lao-lang-len-chuc-coder-tre-thanh-nguoi-thua-188260316143431746.chn, https://tinhte.vn/thread/boris-cherny-nha-sang-tao-cua-claude-code-tin-rang-vai-tro-ky-su-phan-mem-truyen-thong-co-the.4100762/, https://vietnamnet.vn/ai-viet-code-thay-con-nguoi-va-tuong-lai-cua-ky-su-phan-mem-2486882.html, https://vnexpress.net/sep-anthropic-dung-100-ai-de-viet-ma-5011949.html, https://vneconomy.vn/cong-viec-lap-trinh-tai-anthropic-openai-gan-nhu-do-ai-thuc-hien.htm"
5647,True,True,True,23.8,Các mệnh đề kiểm chứng đều đúng theo bằng chứng xá...,"https://www.elle.vn/the-gioi-van-hoa/ai-thuong-ai-men-review-phim-2025/, https://tuoitre.vn/thu-trang-mo-bat-2026-voi-ai-thuong-ai-men-tro-thanh-ke-thu-cua-tien-luat-20251127120537815.htm, https://vnexpress.net/thu-trang-phim-ai-thuong-ai-men-that-bai-la-bai-hoc-dat-gia-5041007.html"
1600,False,False,True,32.2,Bản tin có ít nhất một mệnh đề sai hoặc không đủ c...,"https://baomoi.com/psg-hu-via-gianh-ve-vao-vong-1-8-champions-league-c54555884.epi, https://www.24h.com.vn/bong-da/video-bong-da-psg-monaco-tham-bai-ngo-ngang-ngoi-dau-lung-lay-ligue-1-c48a1742678.html, https://baomoi.com/monaco-nhan-chim-psg-3-1-ngay-tai-parc-des-princes-dem-ac-mong-cua-thay-tro-luis-enrique-c54629415.epi, https://znews.vn/psg-chat-vat-vao-vong-18-champions-league-post1630256.html, https://vnexpress.net/psg-14-lan-lien-tiep-vao-vong-1-8-champions-league-5044160.html, https://vietnamnet.vn/ket-qua-bong-da-monaco-2-3-psg-play-off-champions-league-2025-26-2491302.html"
3532,True,False,False,118.0,Bản tin có ít nhất một mệnh đề sai hoặc không đủ c...,"https://vnexpress.net/gia-khi-dot-chau-au-tang-hon-30-5052452.html, https://baotintuc.vn/thi-truong-tien-te/gia-khi-dot-chau-au-tang-vot-25-do-xung-dot-leo-thang-tai-trung-dong-20260302163300410.htm, https://www.vietnamplus.vn/gia-khi-dot-chau-au-tang-vot-25-do-xung-dot-leo-thang-tai-trung-dong-post1096421.vnp, https://baotintuc.vn/thi-truong-tien-te/gia-xang-dau-dong-loat-tang-manh-tu-15h-hom-nay-53-20260305144502227.htm, https://thanhnien.vn/gia-xang-dau-hom-nay-532026-the-gioi-tang-trong-nuoc-chieu-nay-the-nao-185260304195755076.htm, https://vietnamnet.vn/gia-xang-dau-tang-manh-ron95-vuot-22-000-lit-dau-diesel-tren-23-000-lit-2494884.html"
4116,True,True,True,25.8,Các mệnh đề kiểm chứng đều đúng theo bằng chứng xá...,"https://baovanhoa.vn/kinh-te/co-phieu-dau-khi-loi-nguoc-dong-pvd-bsr-gas-hut-manh-dong-tien-209149.html, https://nguoiquansat.vn/ap-luc-ban-chua-dung-lai-nhieu-co-phieu-lon-nhom-dau-khi-da-giam-tren-30-279510.html, https://vnexpress.net/nha-dau-tu-ban-thao-co-phieu-dau-khi-5047056.html"
3972,True,True,True,17.9,Các mệnh đề kiểm chứng đều đúng theo bằng chứng xá...,https://x100.io/news/hoa-phat-muon-lam-4-du-an-dien-mat-troi-o-quang-ngai-bao-vnexpress-100255
4833,False,False,True,27.7,Bản tin có ít nhất một mệnh đề sai hoặc không đủ c...,"https://nld.com.vn/nguyen-van-nha-giup-quan-khu-7-co-chien-thang-chang-dau-tien-tai-cup-truyen-hinh-2024-196240425140749612.htm, https://www.24h.com.vn/the-thao/co-chu-ban-ca-phe-tao-ky-tich-tai-giai-bi-a-carom-3-bang-tphcm-2024-c101a1610041.html, https://vov2.vov.vn/the-thao/giai-dua-xe-dap-toan-quoc-chien-thang-chang-cho-tay-dua-nguyen-nhut-phat-52901.vov2, https://vietnamnet.vn/cup-xe-dap-th-tp-hcm-2024-petr-rikunov-doat-ao-vang-chung-cuoc-2275925.html, https://nld.com.vn/nguyen-van-binh-thang-chang-sau-nuoc-rut-o-chang-15-cup-truyen-hinh-htv-ton-dong-a-2025-196250419145511394.htm, https://laodong.vn/the-thao/105-van-dong-vien-tham-gia-giai-dua-xe-dap-toan-quoc-nam-2024-1322840.ldo"
5361,False,False,True,19.1,Bản tin có ít nhất một mệnh đề sai hoặc không đủ c...,"https://vnexpress.net/chu-le-thien-nguoi-vo-tham-lang-cua-luu-duc-hoa-5011984.html, https://vov.vn/giai-tri/nghe-si/vo-cua-luu-duc-hoa-mot-trong-tu-dai-thien-vuong-tung-tron-duoi-gam-xe-de-hen-ho-post1265125.vov, https://www.24h.com.vn/giai-tri/chu-le-thien-nguoi-vo-tham-lang-cua-luu-duc-hoa-c731a1734027.html"
2944,True,False,False,121.3,Bản tin có ít nhất một mệnh đề sai hoặc không đủ c...,"https://www.vinmec.com/vie/bai-viet/do-am-khong-khi-va-benh-phoi-tac-nghen-man-tinh-copd-vi, https://baomoi.com/phong-ngua-phoi-tac-nghen-man-tinh-trong-thoi-tiet-lanh-c54216042.epi, https://laodong.vn/y-te/ha-noi-nom-am-keo-dai-bac-si-chi-ro-nhom-nguoi-de-mac-benh-duong-ho-hap-1659725.ldo, https://daibieunhandan.vn/mien-bac-nom-am-mua-phun-gia-tang-benh-ly-duong-ho-hap-10333037.html, https://vnexpress.net/nguoi-benh-ho-hap-man-tinh-nen-lam-gi-khi-thoi-tiet-thay-doi-5043441.html, https://vnexpress.net/phong-phoi-tac-nghen-man-tinh-tai-phat-khi-troi-lanh-5012317.html"
3129,False,False,True,112.2,Bản tin có ít nhất một mệnh đề sai hoặc không đủ c...,"https://www.vinmec.com/vie/bai-viet/benh-thoai-hoa-diem-vang-nhung-dieu-can-biet-vi, https://vnexpress.net/vi-sao-mat-nhin-mo-xin-mau-5014577.html, https://www.vinmec.com/vie/bai-viet/viem-day-kinh-thi-giac-nguyen-nhan-trieu-chung-bien-chung-vi, https://search.lxi.edu.vn/hoidapphothong/RApVImwvJikoJxh5HQYMJWkwXRJCeEMxBhc9VEQ6IV9GASRZVQ1sIC8pbDIjGzNbGAwtaTxdGEI_ATwJWDsNXSQ-cau-13.html, http://trungtamytequan12.medinet.gov.vn/chuyen-muc/dau-hieu-o-mat-canh-bao-benh-cmobile14390-259791.aspx"
371,False,False,True,20.4,Bản tin có ít nhất một mệnh đề sai hoặc không đủ c...,"https://vnexpress.net/lo-hong-khien-lao-dong-viet-ky-nang-cao-o-nhat-gap-kho-4884682.html, https://vnexpress.net/no-luc-dua-nguoi-than-sang-nhat-doan-tu-cua-lao-dong-viet-5041563.html, https://baobacninhtv.vn/nhat-xem-xet-cho-lao-dong-viet-o-lai-vo-thoi-han.bbg, https://tuoitre.vn/8-lao-dong-viet-gap-nan-o-ngoai-khoi-nhat-ban-danh-tinh-nguoi-chet-va-nhung-nguoi-mat-tich-20260323102512567.htm"
2849,True,False,False,120.2,Bản tin có ít nhất một mệnh đề sai hoặc không đủ c...,"https://suckhoedoisong.vn/bat-dieu-hoa-co-nen-dong-kin-cua-169250514104026428.htm, https://baovanhoa.vn/doi-song/co-nen-tap-the-duc-ngoai-troi-khi-khong-khi-bi-o-nhiem-187960.html, https://baomoi.com/tap-luyen-ngoai-troi-trong-khong-khi-o-nhiem-anh-huong-the-nao-den-suc-khoe-c53768951.epi, https://dantri.com.vn/khoa-hoc/co-nen-dong-kin-phong-bat-dieu-hoa-de-tiet-kiem-dien-20250805115842670.htm, https://www.vinmec.com/vie/bai-viet/o-nhiem-khong-khi-co-nen-tap-duc-ngoai-troi-vi, https://danviet.vn/ngu-trong-phong-kin-su-dung-dieu-hoa-chuyen-gia-luu-y-dieu-gi-d1332758.html"
2088,True,False,False,116.8,Bản tin có ít nhất một mệnh đề sai hoặc không đủ c...,"https://znews.vn/goc-khuat-tan-khoc-o-olympic-mua-dong-post1629523.html, https://vnexpress.net/tag/truot-tuyet-2403, https://tienphong.vn/vdv-na-uy-bo-vao-rung-sau-that-bai-tai-the-van-hoi-mua-dong-post1821574.tpo, https://tuoitre.vn/diem-tin-the-thao-sang-1-3-hoa-khoi-truot-tuyet-na-uy-bi-gay-chan-sau-cu-nga-kinh-hoang-20210301060623177.htm, https://baovanhoa.vn/the-thao/vdv-nguoi-ao-bi-loai-khoi-chung-ket-olympic-mua-dong-2026-vi-giay-rong-hon-4-milimet-205185.html"
4652,True,True,True,22.9,Các mệnh đề kiểm chứng đều đúng theo bằng chứng xá...,"https://www.facebook.com/groups/1295773458212570/posts/1393811991742049/, https://kinhtedothi.vn/du-an-sieu-may-tinh-dojo-3-tai-khoi-dong.967644.html, https://vtv8.vtv.vn/elon-musk-tuyen-bo-tesla-tang-toc-dojo-3-dung-hoan-toan-chip-tu-phat-trien-de-giam-phu-thuoc-nvidia-10726012212110267.htm, https://vnexpress.net/musk-tai-khoi-dong-du-an-sieu-may-tinh-dojo-3-5008445.html"
5547,False,False,True,24.8,Bản tin có ít nhất một mệnh đề sai hoặc không đủ c...,"https://vnexpress.net/tho-oi-cua-tran-thanh-bi-quay-len-lo-doan-ket-5042675.html, https://dantri.com.vn/giai-tri/cuc-dien-anh-vao-cuoc-vu-tho-oi-cua-tran-thanh-va-phim-viet-bi-quay-len-20260226114141997.htm, https://cuoi.tuoitre.vn/phim-300-ti-tho-oi-bi-quay-len-tran-thanh-thiet-hai-ra-sao-2026022512245096.htm, https://baomoi.com/cong-an-phat-nguoi-phat-tan-trai-phep-phim-tho-oi-tren-tiktok-c54657179.epi"
795,True,True,True,24.1,Các mệnh đề kiểm chứng đều đúng theo bằng chứng xá...,"https://cand.com.vn/nhan-dam/giac-mong-greenland-va-gioi-han-quyen-luc-my--i795910/, https://vnexpress.net/thoa-uoc-the-ky-my-tung-ky-voi-dan-mach-ve-quyen-kiem-soat-greenland-5002757.html, https://baomoi.com/giac-mong-greenland-va-gioi-han-quyen-luc-my-c54396663.epi, https://vov.vn/the-gioi/chau-au-ra-tuyen-bo-chung-yeu-cau-my-ton-trong-chu-quyen-cua-greenland-post1259383.vov, https://www.24h.com.vn/tin-tuc-quoc-te/thoa-uoc-the-ky-my-tung-ky-voi-dan-mach-ve-quyen-kiem-soat-greenland-c415a1728709.html"
4871,True,False,False,49.8,Bản tin có ít nhất một mệnh đề sai hoặc không đủ c...,"https://vnexpress.net/ha-noi-ve-tram-nam-co-so-loi-thoi-5058236.html, https://cafef.vn/tieu-chuan-danh-gia-giau-ngheo-o-qatar-chang-giong-dau-tren-the-gioi-khong-phai-la-nha-lau-xe-hoi-du-thuyen-ma-la-xem-ai-trong-nhieu-cay-hon-20221207135649104.chn, https://vietnamnet.vn/han-che-mua-o-to-giau-lai-suong-ngheo-cu-hen-294893.html, https://kinhtedothi.vn/do-thi-hoa-se-thanh-cong-khi-ca-nguoi-giau-cung-dung-phuong-tien-giao-thong-cong-cong-435893, https://hanoimoi.vn/de-nguoi-giau-cung-su-dung-phuong-tien-cong-cong-537414.html, https://kenh14.vn/quoc-gia-duy-nhat-tren-the-gioi-khong-co-nguoi-ngheo-chinh-phu-phat-tien-cho-nguoi-dan-nhung-khong-phai-ai-cung-muon-den-o-vi-1-ly-do-20240321232758021.chn"
764,True,True,True,28.8,Các mệnh đề kiểm chứng đều đúng theo bằng chứng xá...,"https://vnexpress.net/thiet-ke-khien-he-thong-suoi-ukraine-de-bi-danh-sap-5010533.html, https://vtv8.vtv.vn/ukraine-doi-mat-khung-hoang-dien-suoi-nghiem-trong-giua-mua-dong-vi-cac-dot-tap-kich-cua-nga-107260114114554242.htm, https://baomoi.com/ukraine-tap-kich-nha-may-dien-va-suoi-cua-nga-khi-nhiet-do-quanh-muc-dong-bang-c53832240.epi, https://baotintuc.vn/the-gioi/he-thong-nang-luong-ukraine-doi-mat-giai-doan-kho-khan-nhat-cua-cuoc-chien-20260216170115619.htm, https://vov.vn/the-gioi/ukraine-tap-kich-nha-may-dien-va-suoi-cua-nga-khi-nhiet-do-quanh-muc-dong-bang-post1248243.vov"
4663,True,True,True,14.8,Các mệnh đề kiểm chứng đều đúng theo bằng chứng xá...,"https://www.goml.io/gen-ai-live/google-gemini-introduces-personal-intelligence-to-connect-google-apps-for-tailored-ai-assistance, https://intellectia.ai/news/stock/google-expands-personal-intelligence-feature-integrates-gmail-and-photos-for-custom-ai-responses, https://www.facebook.com/TechxploreCom/posts/google-is-introducing-personal-intelligence-an-ai-powered-feature-that-integrate/1496767585785820/, https://www.houdao.com/d/737-Google-AI-Integrates-with-Gmail-and-Google-Photos-to-Provide-Deeply-Personalized-Smart-Services"
637,False,False,True,119.1,Bản tin có ít nhất một mệnh đề sai hoặc không đủ c...,"https://vtv.vn/vo-chong-cuu-tong-thong-bill-clinton-chap-thuan-dieu-tran-trong-vu-ho-so-epstein-100260203163304602.htm, https://thanhnien.vn/vo-chong-cuu-tong-thong-my-clinton-dong-y-dieu-tran-vu-ho-so-epstein-18526020309452052.htm, https://vnexpress.net/suc-ep-khien-vo-chong-clinton-chap-nhan-dieu-tran-ve-epstein-5013323.html, https://vnexpress.net/vo-chong-ong-clinton-dong-y-ra-dieu-tran-ve-epstein-5013311.html, https://tuoitre.vn/vo-chong-clinton-chiu-ra-dieu-tran-vu-epstein-noi-muon-lam-guong-202602030922186.htm"
1744,True,True,True,24.2,Các mệnh đề kiểm chứng đều đúng theo bằng chứng xá...,"https://www.24h.com.vn/bong-da/ronaldo-lap-sieu-pham-danh-got-cuc-di-cuoi-hon-ho-cho-ngay-tai-xuat-c48a1749750.html, https://vnexpress.net/benzema-gia-nhap-doi-kinh-dich-cua-ronaldo-5013451.html, https://dantri.com.vn/the-thao/benzema-sang-al-hilal-ronaldo-them-phan-bat-man-20260203093733452.htm, https://baomoi.com/ronaldo-cung-dong-doi-don-tin-vui-c54859620.epi, https://bongdaplus.vn/tin-chuyen-nhuong/karim-benzema-gia-nhap-clb-thu-4-trong-su-nghiep-4930022602.html, https://vnexpress.net/ronaldo-lap-cu-dup-trong-ngay-tai-xuat-5058383.html"
4507,False,False,True,21.3,Bản tin có ít nhất một mệnh đề sai hoặc không đủ c...,"https://baonghean.vn/vinaphone-vuot-singtel-tro-thanh-nha-mang-5g-tot-nhat-dong-nam-a-theo-ookla-10328007.html, https://www.vietnamplus.vn/ookla-chi-ten-mang-di-dong-5g-tot-nhat-dong-nam-a-post1096668.vnp, https://tuoitre.vn/vinaphone-xac-lap-vi-the-mang-5g-tot-nhat-dong-nam-a-tai-mwc-2026-20260303175704818.htm, https://vneconomy.vn/vinaphone-duoc-danh-gia-la-mang-5g-tot-nhat-dong-nam-a-trong-quy-3-va-4-nam-2025.htm"
2045,True,True,True,23.0,Các mệnh đề kiểm chứng đều đúng theo bằng chứng xá...,"https://vnexpress.net/alysa-liu-ai-chi-trich-eileen-gu-la-dao-duc-gia-5047757.html, https://baomoi.com/thien-than-truot-bang-co-them-5-trieu-fan-sau-hcv-olympic-c54564653.epi"
4519,False,False,True,27.4,Bản tin có ít nhất một mệnh đề sai hoặc không đủ c...,"https://cafef.vn/toi-nhu-bi-phan-boi-tieng-than-xe-long-cua-giam-doc-microsoft-62-tuoi-mat-viec-sau-31-nam-cong-hien-ai-chang-tu-mot-ai-188260218202356991.chn, https://baomoi.com/ceo-microsoft-ai-sieu-ai-khong-dem-den-vien-canh-tich-cuc-nao-rat-kho-kiem-soat-c53782416.epi, https://vietnamnet.vn/ai-chia-khoa-vang-giup-doanh-nghiep-nho-va-vua-vuot-rao-can-so-hoa-2356709.html"
4854,True,True,True,26.9,Các mệnh đề kiểm chứng đều đúng theo bằng chứng xá...,"https://danviet.vn/loi-khai-cua-doi-tuong-da-nguoi-dan-ong-bat-tinh-giua-pho-o-ha-noi-d1381438.html, https://vietnamnet.vn/noi-dau-cua-gia-dinh-nam-sinh-sau-vu-bi-danh-da-man-o-ha-noi-2501731.html, https://vnexpress.net/mot-nam-dam-hai-nam-tu-5012095.html"
